Date,Transaction Description,Category,Amount,Type,Month
2024-03-18,Break time manager kid.,investment,1018.0,Income,2024-03
2024-03-26,Leader both rest challenge.,food & drink,1404.76,Expense,2024-03
2024-03-27,Data exist.,investment,2874.0,Income,2024-03
2024-03-28,State none production defense your.,travel,1217.07,Expense,2024-03
2024-03-29,Short congress turn east marriage.,salary,769.01,Expense,2024-03
2024-03-30,Ago race quite hour.,food & drink,953.24,Expense,2024-03
2024-03-30,Child ball store process.,utilities,1496.04,Expense,2024-03
2024-04-03,Western order accept wide prevent.,travel,1920.67,Expense,2024-04
2024-04-04,Water yourself trade someone.,other,591.0,Income,2024-04
2024-04-06,Tell soon executive.,utilities,255.24,Expense,2024-04
2024-04-07,Natural own.,other,4900.0,Income,2024-04
2024-04-08,Effort drive side human.,rent,616.34,Expense,2024-04
2024-04-09,Clear single expect.,health & fitness,431.36,Expense,2024-04
2024-04-09,Fear song save.,utilities,330.3,Expense,2024-04
2024-04-10,Capital program story mention majority.,travel,396.71,Expense,2024-04
2024-04-10,Environmental outside bed institution.,investment,4996.0,Income,2024-04
2024-04-11,Control piece behavior message wind.,rent,588.4,Expense,2024-04
2024-04-13,Us money positive.,investment,2117.0,Income,2024-04
2024-04-16,Life bad soon.,salary,1903.56,Expense,2024-04
2024-04-17,Worker range feel.,entertainment,209.09,Expense,2024-04
2024-04-17,Into notice necessary true message.,entertainment,642.39,Expense,2024-04
2024-04-17,Including let result spend.,travel,1389.98,Expense,2024-04
2024-04-18,One shoulder administration.,other,3091.0,Income,2024-04
2024-04-20,Skill successful and.,utilities,19.62,Expense,2024-04
2024-04-21,Finish right serious.,entertainment,1427.28,Expense,2024-04
2024-04-22,Space game truth special decision.,travel,1681.82,Expense,2024-04
2024-04-23,Else pull its adult house.,other,4431.0,Income,2024-04
2024-04-25,Pretty least if.,health & fitness,1551.79,Expense,2024-04
2024-04-26,Peace wind guess.,rent,359.78,Expense,2024-04
2024-04-26,Because career course.,travel,1718.84,Expense,2024-04
2024-04-30,Teacher decide possible.,investment,2656.0,Income,2024-04
2024-05-02,Success teach mrs beat.,rent,1457.58,Expense,2024-05
2024-05-03,Listen against coach.,food & drink,1627.16,Expense,2024-05
2024-05-04,White likely teacher one.,entertainment,1813.54,Expense,2024-05
2024-05-04,Notice street anything.,salary,1311.28,Expense,2024-05
2024-05-05,Piece require.,other,2329.0,Income,2024-05
2024-05-05,Say other never fact.,travel,276.42,Expense,2024-05
2024-05-14,Main opportunity particularly question.,rent,799.6,Expense,2024-05
2024-05-15,Research month instead.,entertainment,1697.48,Expense,2024-05
2024-05-17,As throughout individual list manager.,utilities,1516.84,Expense,2024-05
2024-05-20,Recently again explain court.,investment,1967.0,Income,2024-05
2024-05-22,Discussion detail training fund.,utilities,1474.48,Expense,2024-05
2024-05-23,Third rich hospital.,health & fitness,90.44,Expense,2024-05
2024-05-25,Somebody son suddenly perform.,entertainment,135.09,Expense,2024-05
2024-05-26,Project can.,food & drink,1340.49,Expense,2024-05
2024-05-27,Paper beyond indeed.,health & fitness,782.31,Expense,2024-05
2024-05-27,Doctor news yourself.,food & drink,89.41,Expense,2024-05
2024-05-31,Ground city still.,rent,1410.44,Expense,2024-05
2024-06-01,Southern front.,travel,1671.4,Expense,2024-06
2024-06-02,Dinner no main year size.,utilities,759.55,Expense,2024-06
2024-06-02,Environment character real middle prove.,rent,1038.16,Expense,2024-06
2024-06-03,Sometimes while sense window.,entertainment,1037.58,Expense,2024-06
2024-06-04,Among black picture that treat.,health & fitness,978.85,Expense,2024-06
2024-06-06,Remain seven marriage.,food & drink,1008.66,Expense,2024-06
2024-06-07,Positive free case.,investment,2384.0,Income,2024-06
2024-06-09,Wide shoulder according strong.,other,2232.0,Income,2024-06
2024-06-10,Expert commercial entire resource.,investment,3467.0,Income,2024-06
2024-06-12,Picture early send morning.,rent,1325.61,Expense,2024-06
2024-06-13,Soon including important.,health & fitness,1443.31,Expense,2024-06
2024-06-13,Some gun ahead certainly act.,salary,963.25,Expense,2024-06
2024-06-14,Be fire.,shopping,54.67,Expense,2024-06
2024-06-15,Article service produce political.,investment,1603.0,Income,2024-06
2024-06-16,Within woman.,food & drink,1782.69,Expense,2024-06
2024-06-17,Information though red.,investment,2615.0,Income,2024-06
2024-06-21,Training account evidence month.,shopping,1202.72,Expense,2024-06
2024-06-21,Land day name small.,food & drink,1758.23,Expense,2024-06
2024-06-22,Thought sit identify culture.,travel,1895.04,Expense,2024-06
2024-06-23,Already free.,salary,1735.93,Expense,2024-06
2024-06-23,Yeah exist behavior necessary miss.,other,1669.0,Income,2024-06
2024-06-23,Agreement someone.,utilities,1250.19,Expense,2024-06
2024-06-23,Strategy fight institution.,utilities,1451.13,Expense,2024-06
2024-06-23,Rule success.,salary,1197.1,Expense,2024-06
2024-07-01,Medical buy series walk large.,other,3657.0,Income,2024-07
2024-07-05,Law work.,investment,2157.0,Income,2024-07
2024-07-06,Research visit program suddenly doctor.,shopping,1654.76,Expense,2024-07
2024-07-07,Project spring of.,utilities,956.98,Expense,2024-07
2024-07-07,Mind easy foreign old.,food & drink,1756.73,Expense,2024-07
2024-07-07,Better republican stock bank.,rent,195.45,Expense,2024-07
2024-07-07,Thousand live land hard.,food & drink,1794.97,Expense,2024-07
2024-07-13,Open million house enough.,shopping,1048.87,Expense,2024-07
2024-07-13,You ready way rule.,food & drink,1398.31,Expense,2024-07
2024-07-16,Certain camera represent.,salary,1581.22,Expense,2024-07
2024-07-20,Tell brother defense list second.,rent,856.72,Expense,2024-07
2024-07-21,Tv budget system book.,entertainment,1821.07,Expense,2024-07
2024-07-22,Face mission brother figure hear.,other,2611.0,Income,2024-07
2024-07-23,Agreement central six instead.,investment,4780.0,Income,2024-07
2024-07-23,Democratic standard major.,investment,3572.0,Income,2024-07
2024-07-25,Give that individual of not.,health & fitness,823.6,Expense,2024-07
2024-07-26,Little result paper seven.,other,2577.0,Income,2024-07
2024-07-26,Seven project chance road.,shopping,1133.69,Expense,2024-07
2024-07-26,Professor important do house must.,shopping,1512.39,Expense,2024-07
2024-07-26,Position tend religious.,salary,365.65,Expense,2024-07
2024-07-27,Someone religious night buy nice.,salary,515.02,Expense,2024-07
2024-07-27,My serious whatever miss seek.,health & fitness,1550.65,Expense,2024-07
2024-07-27,Build view.,utilities,1711.45,Expense,2024-07
2024-07-28,Ever day.,entertainment,898.72,Expense,2024-07
2024-07-28,Be move fly open.,utilities,209.55,Expense,2024-07
2024-07-29,Future congress.,health & fitness,1603.7,Expense,2024-07
2024-07-29,Fish either boy between collection.,food & drink,329.87,Expense,2024-07
2024-07-29,Eight bed fill.,food & drink,1610.7,Expense,2024-07
2024-07-30,Arrive which consider.,salary,1852.46,Expense,2024-07
2024-07-30,Hope floor include.,rent,533.55,Expense,2024-07
2024-08-01,Heart still building.,food & drink,1451.74,Expense,2024-08
2024-08-02,Sell only manage.,shopping,1231.79,Expense,2024-08
2024-08-02,We especially five network.,food & drink,1891.97,Expense,2024-08
2024-08-03,Ahead plant trial affect.,salary,883.55,Expense,2024-08
2024-08-03,Push east never size fight.,travel,397.55,Expense,2024-08
2024-08-08,Base player data whose.,entertainment,1234.23,Expense,2024-08
2024-08-09,World site mr interest treatment.,health & fitness,486.12,Expense,2024-08
2024-08-11,A let.,investment,1211.0,Income,2024-08
2024-08-14,A value lot.,shopping,712.72,Expense,2024-08
2024-08-14,Yourself successful defense subject.,entertainment,1040.31,Expense,2024-08
2024-08-14,Claim move.,rent,1839.16,Expense,2024-08
2024-08-15,Bed recognize store.,health & fitness,701.48,Expense,2024-08
2024-08-22,There decision measure.,entertainment,1216.66,Expense,2024-08
2024-08-23,Play woman remain event.,other,538.0,Income,2024-08
2024-08-25,Decision where foreign trial.,shopping,1017.41,Expense,2024-08
2024-08-25,Participant above.,travel,686.53,Expense,2024-08
2024-08-25,Including time reflect.,other,4906.0,Income,2024-08
2024-08-27,Ball theory prepare much throughout.,travel,1391.44,Expense,2024-08
2024-08-27,Good spend still.,salary,1542.23,Expense,2024-08
2024-08-28,Concern should recent across.,salary,1366.37,Expense,2024-08
2024-08-28,View know develop after.,food & drink,969.12,Expense,2024-08
2024-08-28,Course staff personal space.,shopping,1270.99,Expense,2024-08
2024-08-30,Woman whose already.,entertainment,1602.32,Expense,2024-08
2024-09-01,Decide cultural start how thank.,health & fitness,1037.84,Expense,2024-09
2024-09-02,Management necessary process not.,other,2533.0,Income,2024-09
2024-09-05,Assume campaign assume.,shopping,1350.66,Expense,2024-09
2024-09-05,Talk thing rock ever summer.,rent,1113.56,Expense,2024-09
2024-09-05,Pass quite third ability interview.,other,3396.0,Income,2024-09
2024-09-05,Item yet ever quite.,travel,373.74,Expense,2024-09
2024-09-06,Guess service this different.,entertainment,1003.01,Expense,2024-09
2024-09-07,Mother first hot free.,investment,2674.0,Income,2024-09
2024-09-08,Wrong difficult.,entertainment,1671.53,Expense,2024-09
2024-09-10,True culture.,health & fitness,320.43,Expense,2024-09
2024-09-13,As personal agreement.,investment,4535.0,Income,2024-09
2024-09-15,Or phone.,food & drink,1697.54,Expense,2024-09
2024-09-16,East list when.,health & fitness,989.76,Expense,2024-09
2024-09-17,Mind door authority outside.,travel,986.7,Expense,2024-09
2024-09-17,Personal often.,travel,801.78,Expense,2024-09
2024-09-17,True help.,utilities,117.75,Expense,2024-09
2024-09-18,Artist sort area.,salary,1879.91,Expense,2024-09
2024-09-21,Big argue.,other,3725.0,Income,2024-09
2024-09-22,Sure i pay.,utilities,919.82,Expense,2024-09
2024-09-23,Ten skin perhaps.,other,3085.0,Income,2024-09
2024-09-24,Less into per big.,food & drink,1351.47,Expense,2024-09
2024-09-25,Military onto blue activity.,rent,657.62,Expense,2024-09
2024-09-26,Smile cover of pm eight.,travel,382.43,Expense,2024-09
2024-09-26,Right know during someone.,travel,947.98,Expense,2024-09
2024-09-27,Find job where.,health & fitness,375.99,Expense,2024-09
2024-09-27,On must certainly.,shopping,1404.42,Expense,2024-09
2024-10-01,Owner fact wife.,shopping,566.46,Expense,2024-10
2024-10-01,Price certain down standard nice.,investment,2372.0,Income,2024-10
2024-10-02,Gas with policy cut.,travel,1610.13,Expense,2024-10
2024-10-02,Country little reality level.,shopping,400.17,Expense,2024-10
2024-10-03,Not friend federal forget bit.,utilities,951.24,Expense,2024-10
2024-10-04,Detail about development discover.,other,4592.0,Income,2024-10
2024-10-04,Lose shoulder spring.,other,4486.0,Income,2024-10
2024-10-07,Hundred step according.,food & drink,802.82,Expense,2024-10
2024-10-08,Group never.,food & drink,438.78,Expense,2024-10
2024-10-09,Key place tree.,rent,905.21,Expense,2024-10
2024-10-10,Wish current.,health & fitness,727.01,Expense,2024-10
2024-10-10,Despite energy company.,travel,694.84,Expense,2024-10
2024-10-11,Condition again successful.,health & fitness,1736.06,Expense,2024-10
2024-10-12,Story case.,entertainment,1157.94,Expense,2024-10
2024-10-15,Very figure drive special.,utilities,1958.95,Expense,2024-10
2024-10-17,With young think there assume.,health & fitness,1349.65,Expense,2024-10
2024-10-17,Some court her.,salary,1780.37,Expense,2024-10
2024-10-18,Outside with each animal.,travel,932.87,Expense,2024-10
2024-10-19,Take family chance.,utilities,1284.76,Expense,2024-10
2024-10-19,Picture evidence.,shopping,1266.23,Expense,2024-10
2024-10-21,Why though decide bank likely.,rent,167.43,Expense,2024-10
2024-10-21,Meet seem population.,health & fitness,640.59,Expense,2024-10
2024-10-21,Material less focus hear.,travel,1214.72,Expense,2024-10
2024-10-23,Listen ok point so.,salary,1564.14,Expense,2024-10
2024-10-24,Detail data tell.,salary,833.84,Expense,2024-10
2024-10-28,Fill thousand number.,investment,1524.0,Income,2024-10
2024-11-01,Nearly care base.,travel,1881.47,Expense,2024-11
2024-11-02,Goal once let perform international.,rent,429.04,Expense,2024-11
2024-11-03,Important source first him.,rent,136.95,Expense,2024-11
2024-11-03,Doctor population grow bar.,food & drink,62.47,Expense,2024-11
2024-11-11,National back everybody direction budget.,rent,216.82,Expense,2024-11
2024-11-11,National free.,rent,1313.12,Expense,2024-11
2024-11-12,Few spring raise.,travel,466.42,Expense,2024-11
2024-11-13,Relationship your your.,salary,1256.7,Expense,2024-11
2024-11-13,Across federal state.,investment,734.0,Income,2024-11
2024-11-13,State serious activity pressure.,other,3164.0,Income,2024-11
2024-11-13,Dinner rich decide do.,salary,1950.21,Expense,2024-11
2024-11-14,Serious reveal left social fine.,travel,1101.61,Expense,2024-11
2024-11-14,Show recently decide last.,investment,4240.0,Income,2024-11
2024-11-16,Hear officer.,shopping,1051.69,Expense,2024-11
2024-11-17,Wall act special.,travel,1818.76,Expense,2024-11
2024-11-17,Different international sell several.,entertainment,1611.37,Expense,2024-11
2024-11-17,For age size.,health & fitness,830.29,Expense,2024-11
2024-11-17,With yes nothing.,investment,500.0,Income,2024-11
2024-11-18,Woman daughter hospital move.,utilities,694.33,Expense,2024-11
2024-11-18,Board notice later thus.,food & drink,1378.66,Expense,2024-11
2024-11-19,Bit need allow.,salary,606.22,Expense,2024-11
2024-11-20,Cost attorney.,travel,1198.04,Expense,2024-11
2024-11-20,Day fact modern.,health & fitness,385.26,Expense,2024-11
2024-11-22,Happy action.,shopping,795.56,Expense,2024-11
2024-11-23,Hospital writer can industry.,other,3599.0,Income,2024-11
2024-11-24,Western tend candidate day.,rent,850.26,Expense,2024-11
2024-11-24,City offer financial data.,travel,576.51,Expense,2024-11
2024-11-24,Cut yard knowledge.,travel,831.68,Expense,2024-11
2024-11-25,Space moment travel these least.,utilities,281.88,Expense,2024-11
2024-11-25,Say explain.,other,4209.0,Income,2024-11
2024-11-25,Red republican father party.,salary,383.7,Expense,2024-11
2024-11-26,Eat tonight run leader.,investment,4882.0,Income,2024-11
2024-11-29,Believe recognize analysis those citizen.,investment,2811.0,Income,2024-11
2024-11-30,Project at risk.,salary,1456.94,Expense,2024-11
2024-12-02,In seven building hard.,utilities,39.3,Expense,2024-12
2024-12-05,Short for late education.,shopping,630.04,Expense,2024-12
2024-12-06,Left available.,health & fitness,932.73,Expense,2024-12
2024-12-09,Gas human create also.,health & fitness,169.64,Expense,2024-12
2024-12-11,Remember carry.,utilities,121.52,Expense,2024-12
2024-12-12,Leave bar prevent require.,rent,1090.95,Expense,2024-12
2024-12-12,Likely evidence claim.,other,3625.0,Income,2024-12
2024-12-15,Beyond family movement hospital back.,rent,1949.45,Expense,2024-12
2024-12-16,Child group describe.,shopping,1544.74,Expense,2024-12
2024-12-19,Democratic recent student specific political.,food & drink,406.37,Expense,2024-12
2024-12-19,Real know our any.,rent,1047.07,Expense,2024-12
2024-12-21,Up hear draw.,salary,784.35,Expense,2024-12
2024-12-23,Instead writer.,health & fitness,325.64,Expense,2024-12
2024-12-28,Quite as when.,rent,514.09,Expense,2024-12
2024-12-28,Right analysis mention.,entertainment,727.25,Expense,2024-12
2024-12-28,No couple debate must.,investment,1425.0,Income,2024-12
2024-12-29,Discussion black follow.,shopping,655.78,Expense,2024-12
2024-12-29,Pressure activity defense detail.,other,1480.0,Income,2024-12
